framework,trace_idx,n_steps,fm,present,step_idx,pct,is_global
HyperAgent,8,29,1.2,0,,,0
HyperAgent,8,29,1.3,1,21,75.0,0
HyperAgent,8,29,1.4,0,,,0
HyperAgent,8,29,1.5,0,,,0
HyperAgent,8,29,2.1,0,,,0
HyperAgent,8,29,2.2,0,,,0
HyperAgent,8,29,2.3,0,,,0
HyperAgent,8,29,2.4,0,,,0
HyperAgent,8,29,2.5,1,28,100.0,0
HyperAgent,8,29,2.6,1,27,96.0,0
HyperAgent,8,29,3.1,0,,,0
HyperAgent,8,29,3.2,0,,,0
HyperAgent,8,29,3.3,1,28,100.0,0
HyperAgent,9,21,1.1,0,,,0
HyperAgent,9,21,1.2,0,,,0
HyperAgent,9,21,1.3,1,13,65.0,0
HyperAgent,9,21,1.4,0,,,0
HyperAgent,9,21,1.5,0,,,0
HyperAgent,9,21,2.1,0,,,0
HyperAgent,9,21,2.2,0,,,0
HyperAgent,9,21,2.3,0,,,0
HyperAgent,9,21,2.4,0,,,0
HyperAgent,9,21,2.5,0,,,0
HyperAgent,9,21,2.6,1,8,40.0,0
HyperAgent,9,21,3.1,0,,,0
HyperAgent,9,21,3.2,1,19,95.0,0
HyperAgent,9,21,3.3,0,,,0
HyperAgent,10,37,1.1,0,,,0
HyperAgent,10,37,1.2,1,11,31.0,0
HyperAgent,10,37,1.3,1,17,47.0,0
HyperAgent,10,37,1.4,1,24,67.0,0
HyperAgent,10,37,1.5,0,,,0
HyperAgent,10,37,2.1,1,23,64.0,0
HyperAgent,10,37,2.2,1,20,56.0,0
HyperAgent,10,37,2.3,1,23,64.0,0
HyperAgent,10,37,2.4,1,29,81.0,0
HyperAgent,10,37,2.5,1,23,64.0,0
HyperAgent,10,37,2.6,1,15,42.0,0
HyperAgent,10,37,3.1,0,,,0
HyperAgent,10,37,3.2,1,16,44.0,0
HyperAgent,10,37,3.3,1,16,44.0,0
HyperAgent,11,43,1.1,0,,,0
HyperAgent,11,43,1.2,1,9,21.0,0
HyperAgent,11,43,1.3,1,32,76.0,0
HyperAgent,11,43,1.4,0,,,0
HyperAgent,11,43,1.5,1,14,33.0,0
HyperAgent,11,43,2.1,0,,,0
HyperAgent,11,43,2.2,0,,,0
HyperAgent,11,43,2.3,0,,,0
HyperAgent,11,43,2.4,0,,,0
HyperAgent,11,43,2.5,0,,,0
HyperAgent,11,43,2.6,1,20,48.0,0
HyperAgent,11,43,3.1,0,,,0
HyperAgent,11,43,3.2,0,,,0
HyperAgent,11,43,3.3,0,,,0
HyperAgent,12,79,1.1,1,,,1
HyperAgent,12,79,1.2,1,42,54.0,0
HyperAgent,12,79,1.3,1,18,23.0,0
HyperAgent,12,79,1.4,1,59,76.0,0
HyperAgent,12,79,1.5,1,,,1
HyperAgent,12,79,2.1,0,,,0
HyperAgent,12,79,2.2,1,71,91.0,0
HyperAgent,12,79,2.3,1,41,53.0,0
HyperAgent,12,79,2.4,0,,,0
HyperAgent,12,79,2.5,1,59,76.0,0
HyperAgent,12,79,2.6,1,46,59.0,0
HyperAgent,12,79,3.1,0,,,0
HyperAgent,12,79,3.2,1,9,12.0,0
HyperAgent,12,79,3.3,1,57,73.0,0
HyperAgent,13,526,1.1,1,,,1
HyperAgent,13,526,1.2,0,,,0
HyperAgent,13,526,1.3,1,306,59.0,0
HyperAgent,13,526,1.4,0,,,0
HyperAgent,13,526,1.5,1,,,1
HyperAgent,13,526,2.1,1,54,10.0,0
HyperAgent,13,526,2.2,0,,,0
HyperAgent,13,526,2.3,1,115,22.0,0
HyperAgent,13,526,2.4,1,351,67.0,0
HyperAgent,13,526,2.5,1,116,22.0,0
HyperAgent,13,526,2.6,1,136,26.0,0
HyperAgent,13,526,3.1,1,,,1
HyperAgent,13,526,3.2,1,110,21.0,0
HyperAgent,13,526,3.3,1,499,95.0,0
HyperAgent,14,152,1.1,0,,,0
HyperAgent,14,152,1.2,0,,,0
HyperAgent,14,152,1.3,1,18,12.0,0
HyperAgent,14,152,1.4,0,,,0
HyperAgent,14,152,1.5,0,,,0
HyperAgent,14,152,2.1,0,,,0
HyperAgent,14,152,2.2,1,84,56.0,0
HyperAgent,14,152,2.3,0,,,0
HyperAgent,14,152,2.4,0,,,0
HyperAgent,14,152,2.5,0,,,0
HyperAgent,14,152,2.6,1,118,78.0,0
HyperAgent,14,152,3.1,0,,,0
HyperAgent,14,152,3.2,1,134,89.0,0
HyperAgent,14,152,3.3,1,148,98.0,0
HyperAgent,15,35,1.1,0,,,0
HyperAgent,15,35,1.2,1,27,79.0,0
HyperAgent,15,35,1.3,1,21,62.0,0
HyperAgent,15,35,1.4,0,,,0
HyperAgent,15,35,1.5,1,,,1
HyperAgent,15,35,2.1,0,,,0
HyperAgent,15,35,2.2,0,,,0
HyperAgent,15,35,2.3,0,,,0
HyperAgent,15,35,2.4,0,,,0
HyperAgent,15,35,2.5,0,,,0
HyperAgent,15,35,2.6,1,32,94.0,0
HyperAgent,15,35,3.1,1,,,1
HyperAgent,15,35,3.2,1,28,82.0,0
HyperAgent,15,35,3.3,0,,,0
HyperAgent,16,122,1.1,0,,,0
HyperAgent,16,122,1.2,0,,,0
HyperAgent,16,122,1.3,1,60,50.0,0
HyperAgent,16,122,1.4,1,56,46.0,0
HyperAgent,16,122,1.5,0,,,0
HyperAgent,16,122,2.1,1,56,46.0,0
HyperAgent,16,122,2.2,1,30,25.0,0
HyperAgent,16,122,2.3,1,30,25.0,0
HyperAgent,16,122,2.4,0,,,0
HyperAgent,16,122,2.5,1,30,25.0,0
HyperAgent,16,122,2.6,1,29,24.0,0
HyperAgent,16,122,3.1,0,,,0
HyperAgent,16,122,3.2,1,34,28.0,0
HyperAgent,16,122,3.3,0,,,0
HyperAgent,17,61,1.1,1,,,1
HyperAgent,17,61,1.2,1,11,18.0,0
HyperAgent,17,61,1.3,1,23,38.0,0
HyperAgent,17,61,1.4,0,,,0
HyperAgent,17,61,1.5,1,,,1
HyperAgent,17,61,2.1,0,,,0
HyperAgent,17,61,2.2,1,19,32.0,0
HyperAgent,17,61,2.3,0,,,0
HyperAgent,17,61,2.4,1,19,32.0,0
HyperAgent,17,61,2.5,1,24,40.0,0
HyperAgent,17,61,2.6,1,24,40.0,0
HyperAgent,17,61,3.1,1,11,18.0,0
HyperAgent,17,61,3.2,1,60,100.0,0
HyperAgent,17,61,3.3,0,,,0
HyperAgent,18,53,1.1,1,,,1
HyperAgent,18,53,1.2,1,6,12.0,0
HyperAgent,18,53,1.3,1,11,21.0,0
HyperAgent,18,53,1.4,1,11,21.0,0
HyperAgent,18,53,1.5,0,,,0
HyperAgent,18,53,2.1,1,11,21.0,0
HyperAgent,18,53,2.2,0,,,0
HyperAgent,18,53,2.3,1,34,65.0,0
HyperAgent,18,53,2.4,0,,,0
HyperAgent,18,53,2.5,0,,,0
HyperAgent,18,53,2.6,1,32,62.0,0
HyperAgent,18,53,3.1,0,,,0
HyperAgent,18,53,3.2,1,28,54.0,0
HyperAgent,18,53,3.3,0,,,0
HyperAgent,19,32,1.1,0,,,0
HyperAgent,19,32,1.2,1,6,19.0,0
HyperAgent,19,32,1.3,1,11,35.0,0
HyperAgent,19,32,1.4,0,,,0
HyperAgent,19,32,1.5,0,,,0
HyperAgent,19,32,2.1,0,,,0
HyperAgent,19,32,2.2,0,,,0
HyperAgent,19,32,2.3,0,,,0
HyperAgent,19,32,2.4,0,,,0
HyperAgent,19,32,2.5,1,17,55.0,0
HyperAgent,19,32,2.6,1,6,19.0,0
HyperAgent,19,32,3.1,0,,,0
HyperAgent,19,32,3.2,0,,,0
HyperAgent,19,32,3.3,0,,,0
HyperAgent,20,359,1.1,0,,,0
HyperAgent,20,359,1.2,1,8,2.0,0
HyperAgent,20,359,1.3,1,46,13.0,0
HyperAgent,20,359,1.4,0,,,0
HyperAgent,20,359,1.5,1,,,1
HyperAgent,20,359,2.1,1,59,16.0,0
HyperAgent,20,359,2.2,0,,,0
HyperAgent,20,359,2.3,0,,,0
HyperAgent,20,359,2.4,0,,,0
HyperAgent,20,359,2.5,0,,,0
HyperAgent,20,359,2.6,1,29,8.0,0
HyperAgent,20,359,3.1,1,,,1
HyperAgent,20,359,3.2,0,,,0
HyperAgent,20,359,3.3,0,,,0
HyperAgent,21,172,1.1,1,,,1
HyperAgent,21,172,1.2,1,14,8.0,0
HyperAgent,21,172,1.3,1,51,30.0,0
HyperAgent,21,172,1.4,0,,,0
HyperAgent,21,172,1.5,1,,,1
HyperAgent,21,172,2.1,1,35,20.0,0
HyperAgent,21,172,2.2,1,141,82.0,0
HyperAgent,21,172,2.3,1,146,85.0,0
HyperAgent,21,172,2.4,1,141,82.0,0
HyperAgent,21,172,2.5,1,28,16.0,0
HyperAgent,21,172,2.6,1,28,16.0,0
HyperAgent,21,172,3.1,1,,,1
HyperAgent,21,172,3.2,1,33,19.0,0
HyperAgent,21,172,3.3,1,26,15.0,0
HyperAgent,22,31,1.1,0,,,0
HyperAgent,22,31,1.2,0,,,0
HyperAgent,22,31,1.3,1,23,77.0,0
HyperAgent,22,31,1.4,0,,,0
HyperAgent,22,31,1.5,0,,,0
HyperAgent,22,31,2.1,0,,,0
HyperAgent,22,31,2.2,0,,,0
HyperAgent,22,31,2.3,0,,,0
HyperAgent,22,31,2.4,0,,,0
HyperAgent,22,31,2.5,0,,,0
HyperAgent,22,31,2.6,1,11,37.0,0
HyperAgent,22,31,3.1,0,,,0
HyperAgent,22,31,3.2,0,,,0
HyperAgent,22,31,3.3,0,,,0
HyperAgent,23,170,1.1,1,,,1
HyperAgent,23,170,1.2,0,,,0
HyperAgent,23,170,1.3,1,49,29.0,0
HyperAgent,23,170,1.4,0,,,0
HyperAgent,23,170,1.5,1,,,1
HyperAgent,23,170,2.1,1,45,27.0,0
HyperAgent,23,170,2.2,0,,,0
HyperAgent,23,170,2.3,0,,,0
HyperAgent,23,170,2.4,1,133,79.0,0
HyperAgent,23,170,2.5,1,135,80.0,0
HyperAgent,23,170,2.6,1,31,18.0,0
HyperAgent,23,170,3.1,1,,,1
HyperAgent,23,170,3.2,0,,,0
HyperAgent,23,170,3.3,0,,,0
HyperAgent,24,57,1.1,1,,,1
HyperAgent,24,57,1.2,0,,,0
HyperAgent,24,57,1.3,1,22,39.0,0
HyperAgent,24,57,1.4,0,,,0
HyperAgent,24,57,1.5,1,,,1
HyperAgent,24,57,2.1,0,,,0
HyperAgent,24,57,2.2,0,,,0
HyperAgent,24,57,2.3,1,54,96.0,0
HyperAgent,24,57,2.4,0,,,0
HyperAgent,24,57,2.5,1,35,62.0,0
HyperAgent,24,57,2.6,1,26,46.0,0
HyperAgent,24,57,3.1,0,,,0
HyperAgent,24,57,3.2,0,,,0
HyperAgent,24,57,3.3,1,48,86.0,0
HyperAgent,25,23,1.1,0,,,0
HyperAgent,25,23,1.2,1,21,95.0,0
HyperAgent,25,23,1.3,1,13,59.0,0
HyperAgent,25,23,1.4,0,,,0
HyperAgent,25,23,1.5,1,,,1
HyperAgent,25,23,2.1,0,,,0
HyperAgent,25,23,2.2,1,22,100.0,0
HyperAgent,25,23,2.3,0,,,0
HyperAgent,25,23,2.4,0,,,0
HyperAgent,25,23,2.5,1,22,100.0,0
HyperAgent,25,23,2.6,1,21,95.0,0
HyperAgent,25,23,3.1,1,,,1
HyperAgent,25,23,3.2,0,,,0
HyperAgent,25,23,3.3,1,21,95.0,0
HyperAgent,26,58,1.1,0,,,0
HyperAgent,26,58,1.2,0,,,0
HyperAgent,26,58,1.3,1,22,39.0,0
HyperAgent,26,58,1.4,0,,,0
HyperAgent,26,58,1.5,0,,,0
HyperAgent,26,58,2.1,0,,,0
HyperAgent,26,58,2.2,1,30,53.0,0
HyperAgent,26,58,2.3,0,,,0
HyperAgent,26,58,2.4,0,,,0
HyperAgent,26,58,2.5,0,,,0
HyperAgent,26,58,2.6,1,8,14.0,0
HyperAgent,26,58,3.1,0,,,0
HyperAgent,26,58,3.2,1,21,37.0,0
HyperAgent,26,58,3.3,0,,,0
HyperAgent,27,536,1.1,0,,,0
HyperAgent,27,536,1.2,0,,,0
HyperAgent,27,536,1.3,1,42,8.0,0
HyperAgent,27,536,1.4,1,38,7.0,0
HyperAgent,27,536,1.5,1,,,1
HyperAgent,27,536,2.1,1,38,7.0,0
HyperAgent,27,536,2.2,0,,,0
HyperAgent,27,536,2.3,0,,,0
HyperAgent,27,536,2.4,0,,,0
HyperAgent,27,536,2.5,1,148,28.0,0
HyperAgent,27,536,2.6,1,10,2.0,0
HyperAgent,27,536,3.1,1,,,1
HyperAgent,27,536,3.2,1,532,99.0,0
HyperAgent,27,536,3.3,1,532,99.0,0
MetaGPT,0,6,1.1,0,,,0
MetaGPT,0,6,1.2,0,,,0
MetaGPT,0,6,1.3,0,,,0
MetaGPT,0,6,1.4,0,,,0
MetaGPT,0,6,1.5,0,,,0
MetaGPT,0,6,2.1,0,,,0
MetaGPT,0,6,2.2,0,,,0
MetaGPT,0,6,2.3,0,,,0
MetaGPT,0,6,2.4,0,,,0
MetaGPT,0,6,2.5,0,,,0
MetaGPT,0,6,2.6,0,,,0
MetaGPT,0,6,3.1,1,,,1
MetaGPT,0,6,3.2,1,2,40.0,0
MetaGPT,0,6,3.3,0,,,0
MetaGPT,1,6,1.1,1,,,1
MetaGPT,1,6,1.2,0,,,0
MetaGPT,1,6,1.3,0,,,0
MetaGPT,1,6,1.4,0,,,0
MetaGPT,1,6,1.5,0,,,0
MetaGPT,1,6,2.1,0,,,0
MetaGPT,1,6,2.2,0,,,0
MetaGPT,1,6,2.3,0,,,0
MetaGPT,1,6,2.4,0,,,0
MetaGPT,1,6,2.5,1,4,80.0,0
MetaGPT,1,6,2.6,0,,,0
MetaGPT,1,6,3.1,0,,,0
MetaGPT,1,6,3.2,1,2,40.0,0
MetaGPT,1,6,3.3,0,,,0
MetaGPT,2,6,1.1,0,,,0
MetaGPT,2,6,1.2,0,,,0
MetaGPT,2,6,1.3,0,,,0
MetaGPT,2,6,1.4,0,,,0
MetaGPT,2,6,1.5,0,,,0
MetaGPT,2,6,2.1,0,,,0
MetaGPT,2,6,2.2,0,,,0
MetaGPT,2,6,2.3,0,,,0
MetaGPT,2,6,2.4,0,,,0
MetaGPT,2,6,2.5,0,,,0
MetaGPT,2,6,2.6,0,,,0
MetaGPT,2,6,3.1,0,,,0
MetaGPT,2,6,3.2,1,5,100.0,0
MetaGPT,2,6,3.3,1,2,40.0,0
MetaGPT,3,6,1.1,0,,,0
MetaGPT,3,6,1.2,0,,,0
MetaGPT,3,6,1.3,0,,,0
MetaGPT,3,6,1.4,0,,,0
MetaGPT,3,6,1.5,1,,,1
MetaGPT,3,6,2.1,0,,,0
MetaGPT,3,6,2.2,0,,,0
MetaGPT,3,6,2.3,0,,,0
MetaGPT,3,6,2.4,0,,,0
MetaGPT,3,6,2.5,0,,,0
MetaGPT,3,6,2.6,1,2,40.0,0
MetaGPT,3,6,3.1,1,,,1
MetaGPT,3,6,3.2,0,,,0
MetaGPT,3,6,3.3,0,,,0
MetaGPT,4,6,1.1,0,,,0
MetaGPT,4,6,1.2,0,,,0
MetaGPT,4,6,1.3,0,,,0
MetaGPT,4,6,1.4,0,,,0
MetaGPT,4,6,1.5,0,,,0
MetaGPT,4,6,2.1,0,,,0
MetaGPT,4,6,2.2,0,,,0
MetaGPT,4,6,2.3,0,,,0
MetaGPT,4,6,2.4,0,,,0
MetaGPT,4,6,2.5,0,,,0
MetaGPT,4,6,2.6,0,,,0
MetaGPT,4,6,3.1,1,,,1
MetaGPT,4,6,3.2,0,,,0
MetaGPT,4,6,3.3,0,,,0
MetaGPT,5,6,1.1,1,,,1
MetaGPT,5,6,1.2,0,,,0
MetaGPT,5,6,1.3,0,,,0
MetaGPT,5,6,1.4,0,,,0
MetaGPT,5,6,1.5,1,,,1
MetaGPT,5,6,2.1,0,,,0
MetaGPT,5,6,2.2,1,2,40.0,0
MetaGPT,5,6,2.3,0,,,0
MetaGPT,5,6,2.4,0,,,0
MetaGPT,5,6,2.5,0,,,0
MetaGPT,5,6,2.6,0,,,0
MetaGPT,5,6,3.1,1,,,1
MetaGPT,5,6,3.2,1,3,60.0,0
MetaGPT,5,6,3.3,1,4,80.0,0
MetaGPT,6,6,1.1,1,,,1
MetaGPT,6,6,1.2,0,,,0
MetaGPT,6,6,1.3,0,,,0
MetaGPT,6,6,1.4,0,,,0
MetaGPT,6,6,1.5,0,,,0
MetaGPT,6,6,2.1,0,,,0
MetaGPT,6,6,2.2,0,,,0
MetaGPT,6,6,2.3,0,,,0
MetaGPT,6,6,2.4,0,,,0
MetaGPT,6,6,2.5,0,,,0
MetaGPT,6,6,2.6,1,4,80.0,0
MetaGPT,6,6,3.1,1,,,1
MetaGPT,6,6,3.2,1,2,40.0,0
MetaGPT,6,6,3.3,0,,,0
MetaGPT,7,6,1.1,1,,,1
MetaGPT,7,6,1.2,0,,,0
MetaGPT,7,6,1.3,0,,,0
MetaGPT,7,6,1.4,0,,,0
MetaGPT,7,6,1.5,1,,,1
MetaGPT,7,6,2.1,0,,,0
MetaGPT,7,6,2.2,1,1,20.0,0
MetaGPT,7,6,2.3,0,,,0
MetaGPT,7,6,2.4,0,,,0
MetaGPT,7,6,2.5,0,,,0
MetaGPT,7,6,2.6,0,,,0
MetaGPT,7,6,3.1,1,,,1
MetaGPT,7,6,3.2,1,2,40.0,0
MetaGPT,7,6,3.3,0,,,0
MetaGPT,8,6,1.1,1,,,1
MetaGPT,8,6,1.2,0,,,0
MetaGPT,8,6,1.3,0,,,0
MetaGPT,8,6,1.4,0,,,0
MetaGPT,8,6,1.5,0,,,0
MetaGPT,8,6,2.1,0,,,0
MetaGPT,8,6,2.2,0,,,0
MetaGPT,8,6,2.3,0,,,0
MetaGPT,8,6,2.4,0,,,0
MetaGPT,8,6,2.5,1,4,80.0,0
MetaGPT,8,6,2.6,0,,,0
MetaGPT,8,6,3.1,1,,,1
MetaGPT,8,6,3.2,0,,,0
MetaGPT,8,6,3.3,1,4,80.0,0
MetaGPT,9,6,1.1,1,,,1
MetaGPT,9,6,1.2,0,,,0
MetaGPT,9,6,1.3,0,,,0
MetaGPT,9,6,1.4,0,,,0
MetaGPT,9,6,1.5,0,,,0
MetaGPT,9,6,2.1,0,,,0
MetaGPT,9,6,2.2,0,,,0
MetaGPT,9,6,2.3,0,,,0
MetaGPT,9,6,2.4,0,,,0
MetaGPT,9,6,2.5,0,,,0
MetaGPT,9,6,2.6,1,1,20.0,0
MetaGPT,9,6,3.1,1,,,1
MetaGPT,9,6,3.2,1,4,80.0,0
MetaGPT,9,6,3.3,0,,,0
MetaGPT,10,6,1.1,1,,,1
MetaGPT,10,6,1.2,0,,,0
MetaGPT,10,6,1.3,0,,,0
MetaGPT,10,6,1.4,0,,,0
MetaGPT,10,6,1.5,0,,,0
MetaGPT,10,6,2.1,0,,,0
MetaGPT,10,6,2.2,0,,,0
MetaGPT,10,6,2.3,0,,,0
MetaGPT,10,6,2.4,0,,,0
MetaGPT,10,6,2.5,1,4,80.0,0
MetaGPT,10,6,2.6,0,,,0
MetaGPT,10,6,3.1,0,,,0
MetaGPT,10,6,3.2,1,2,40.0,0
MetaGPT,10,6,3.3,1,4,80.0,0
MetaGPT,11,6,1.1,1,,,1
MetaGPT,11,6,1.2,0,,,0
MetaGPT,11,6,1.3,0,,,0
MetaGPT,11,6,1.4,0,,,0
MetaGPT,11,6,1.5,0,,,0
MetaGPT,11,6,2.1,0,,,0
MetaGPT,11,6,2.2,0,,,0
MetaGPT,11,6,2.3,0,,,0
MetaGPT,11,6,2.4,0,,,0
MetaGPT,11,6,2.5,0,,,0
MetaGPT,11,6,2.6,1,1,20.0,0
MetaGPT,11,6,3.1,0,,,0
MetaGPT,11,6,3.2,1,2,40.0,0
MetaGPT,11,6,3.3,0,,,0
MetaGPT,12,6,1.1,0,,,0
MetaGPT,12,6,1.2,0,,,0
MetaGPT,12,6,1.3,0,,,0
MetaGPT,12,6,1.4,0,,,0
MetaGPT,12,6,1.5,0,,,0
MetaGPT,12,6,2.1,0,,,0
MetaGPT,12,6,2.2,0,,,0
MetaGPT,12,6,2.3,0,,,0
MetaGPT,12,6,2.4,0,,,0
MetaGPT,12,6,2.5,0,,,0
MetaGPT,12,6,2.6,0,,,0
MetaGPT,12,6,3.1,1,,,1
MetaGPT,12,6,3.2,1,4,80.0,0
MetaGPT,12,6,3.3,0,,,0
MetaGPT,13,6,1.1,0,,,0
MetaGPT,13,6,1.2,0,,,0
MetaGPT,13,6,1.3,0,,,0
MetaGPT,13,6,1.4,0,,,0
MetaGPT,13,6,1.5,0,,,0
MetaGPT,13,6,2.1,0,,,0
MetaGPT,13,6,2.2,0,,,0
MetaGPT,13,6,2.3,0,,,0
MetaGPT,13,6,2.4,0,,,0
MetaGPT,13,6,2.5,1,4,80.0,0
MetaGPT,13,6,2.6,0,,,0
MetaGPT,13,6,3.1,0,,,0
MetaGPT,13,6,3.2,1,4,80.0,0
MetaGPT,13,6,3.3,1,2,40.0,0
MetaGPT,14,6,1.1,1,,,1
MetaGPT,14,6,1.2,0,,,0
MetaGPT,14,6,1.3,0,,,0
MetaGPT,14,6,1.4,0,,,0
MetaGPT,14,6,1.5,0,,,0
MetaGPT,14,6,2.1,0,,,0
MetaGPT,14,6,2.2,1,4,80.0,0
MetaGPT,14,6,2.3,0,,,0
MetaGPT,14,6,2.4,0,,,0
MetaGPT,14,6,2.5,0,,,0
MetaGPT,14,6,2.6,1,4,80.0,0
MetaGPT,14,6,3.1,1,,,1
MetaGPT,14,6,3.2,1,2,40.0,0
MetaGPT,14,6,3.3,1,2,40.0,0
MetaGPT,15,6,1.1,1,,,1
MetaGPT,15,6,1.2,0,,,0
MetaGPT,15,6,1.3,1,4,80.0,0
MetaGPT,15,6,1.4,0,,,0
MetaGPT,15,6,1.5,1,,,1
MetaGPT,15,6,2.1,0,,,0
MetaGPT,15,6,2.2,1,1,20.0,0
MetaGPT,15,6,2.3,0,,,0
MetaGPT,15,6,2.4,0,,,0
MetaGPT,15,6,2.5,1,4,80.0,0
MetaGPT,15,6,2.6,1,4,80.0,0
MetaGPT,15,6,3.1,0,,,0
MetaGPT,15,6,3.2,1,2,40.0,0
MetaGPT,15,6,3.3,0,,,0
MetaGPT,16,6,1.1,0,,,0
MetaGPT,16,6,1.2,0,,,0
MetaGPT,16,6,1.3,0,,,0
MetaGPT,16,6,1.4,0,,,0
MetaGPT,16,6,1.5,0,,,0
MetaGPT,16,6,2.1,0,,,0
MetaGPT,16,6,2.2,0,,,0
MetaGPT,16,6,2.3,0,,,0
MetaGPT,16,6,2.4,0,,,0
MetaGPT,16,6,2.5,0,,,0
MetaGPT,16,6,2.6,1,2,40.0,0
MetaGPT,16,6,3.1,0,,,0
MetaGPT,16,6,3.2,1,2,40.0,0
MetaGPT,16,6,3.3,0,,,0
MetaGPT,17,6,1.1,1,,,1
MetaGPT,17,6,1.2,0,,,0
MetaGPT,17,6,1.3,1,4,80.0,0
MetaGPT,17,6,1.4,1,4,80.0,0
MetaGPT,17,6,1.5,0,,,0
MetaGPT,17,6,2.1,1,4,80.0,0
MetaGPT,17,6,2.2,0,,,0
MetaGPT,17,6,2.3,0,,,0
MetaGPT,17,6,2.4,0,,,0
MetaGPT,17,6,2.5,1,4,80.0,0
MetaGPT,17,6,2.6,0,,,0
MetaGPT,17,6,3.1,1,,,1
MetaGPT,17,6,3.2,1,2,40.0,0
MetaGPT,17,6,3.3,0,,,0
MetaGPT,18,6,1.1,1,,,1
MetaGPT,18,6,1.2,0,,,0
MetaGPT,18,6,1.3,0,,,0
MetaGPT,18,6,1.4,0,,,0
MetaGPT,18,6,1.5,1,,,1
MetaGPT,18,6,2.1,0,,,0
MetaGPT,18,6,2.2,1,2,40.0,0
MetaGPT,18,6,2.3,0,,,0
MetaGPT,18,6,2.4,0,,,0
MetaGPT,18,6,2.5,0,,,0
MetaGPT,18,6,2.6,1,4,80.0,0
MetaGPT,18,6,3.1,1,,,1
MetaGPT,18,6,3.2,1,3,60.0,0
MetaGPT,18,6,3.3,1,2,40.0,0
MetaGPT,19,6,1.1,0,,,0
MetaGPT,19,6,1.2,0,,,0
MetaGPT,19,6,1.3,0,,,0
MetaGPT,19,6,1.4,0,,,0
MetaGPT,19,6,1.5,0,,,0
MetaGPT,19,6,2.1,0,,,0
MetaGPT,19,6,2.2,0,,,0
MetaGPT,19,6,2.3,0,,,0
MetaGPT,19,6,2.4,0,,,0
MetaGPT,19,6,2.5,0,,,0
MetaGPT,19,6,2.6,0,,,0
MetaGPT,19,6,3.1,1,,,1
MetaGPT,19,6,3.2,1,5,100.0,0
MetaGPT,19,6,3.3,0,,,0
MetaGPT,20,6,1.1,0,,,0
MetaGPT,20,6,1.2,0,,,0
MetaGPT,20,6,1.3,0,,,0
MetaGPT,20,6,1.4,0,,,0
MetaGPT,20,6,1.5,0,,,0
MetaGPT,20,6,2.1,0,,,0
MetaGPT,20,6,2.2,0,,,0
MetaGPT,20,6,2.3,0,,,0
MetaGPT,20,6,2.4,0,,,0
MetaGPT,20,6,2.5,0,,,0
MetaGPT,20,6,2.6,1,4,80.0,0
MetaGPT,20,6,3.1,0,,,0
MetaGPT,20,6,3.2,0,,,0
MetaGPT,20,6,3.3,0,,,0
MetaGPT,21,6,1.1,1,,,1
MetaGPT,21,6,1.2,0,,,0
MetaGPT,21,6,1.3,0,,,0
MetaGPT,21,6,1.4,0,,,0
MetaGPT,21,6,1.5,0,,,0
MetaGPT,21,6,2.1,0,,,0
MetaGPT,21,6,2.2,0,,,0
MetaGPT,21,6,2.3,0,,,0
MetaGPT,21,6,2.4,0,,,0
MetaGPT,21,6,2.5,1,4,80.0,0
MetaGPT,21,6,2.6,0,,,0
MetaGPT,21,6,3.1,0,,,0
MetaGPT,21,6,3.2,0,,,0
MetaGPT,21,6,3.3,1,2,40.0,0
MetaGPT,22,6,1.1,0,,,0
MetaGPT,22,6,1.2,0,,,0
MetaGPT,22,6,1.3,0,,,0
MetaGPT,22,6,1.4,0,,,0
MetaGPT,22,6,1.5,0,,,0
MetaGPT,22,6,2.1,0,,,0
MetaGPT,22,6,2.2,0,,,0
MetaGPT,22,6,2.3,0,,,0
MetaGPT,22,6,2.4,0,,,0
MetaGPT,22,6,2.5,0,,,0
MetaGPT,22,6,2.6,0,,,0
MetaGPT,22,6,3.1,1,,,1
MetaGPT,22,6,3.2,1,3,60.0,0
MetaGPT,22,6,3.3,0,,,0
MetaGPT,23,6,1.1,0,,,0
MetaGPT,23,6,1.2,0,,,0
MetaGPT,23,6,1.3,0,,,0
MetaGPT,23,6,1.4,0,,,0
MetaGPT,23,6,1.5,1,,,1
MetaGPT,23,6,2.1,0,,,0
MetaGPT,23,6,2.2,0,,,0
MetaGPT,23,6,2.3,0,,,0
MetaGPT,23,6,2.4,0,,,0
MetaGPT,23,6,2.5,0,,,0
MetaGPT,23,6,2.6,1,4,80.0,0
MetaGPT,23,6,3.1,1,,,1
MetaGPT,23,6,3.2,1,5,100.0,0
MetaGPT,23,6,3.3,0,,,0
MetaGPT,24,6,1.1,1,,,1
MetaGPT,24,6,1.2,0,,,0
MetaGPT,24,6,1.3,0,,,0
MetaGPT,24,6,1.4,0,,,0
MetaGPT,24,6,1.5,0,,,0
MetaGPT,24,6,2.1,0,,,0
MetaGPT,24,6,2.2,0,,,0
MetaGPT,24,6,2.3,0,,,0
MetaGPT,24,6,2.4,0,,,0
MetaGPT,24,6,2.5,0,,,0
MetaGPT,24,6,2.6,0,,,0
MetaGPT,24,6,3.1,0,,,0
MetaGPT,24,6,3.2,1,2,40.0,0
MetaGPT,24,6,3.3,0,,,0
MetaGPT,25,6,1.1,0,,,0
MetaGPT,25,6,1.2,0,,,0
MetaGPT,25,6,1.3,0,,,0
